song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Lagrimas Negras,48,227906,0.527,0.544,0.583,1.3000000000000001e-05,11,0.08800000000000001,-7.707000000000001,0,0.0613,90.885,4,0.617
I Was,42,270130,0.951,0.474,0.461,0.7559999999999999,9,0.0681,-12.635,1,0.0328,119.68,4,0.0399
I Got the Six - 2008 Remastered Version,43,174240,0.0040100000000000005,0.62,0.893,0.0408,5,0.12300000000000001,-4.0760000000000005,1,0.0414,150.102,4,0.938
Explota Corazón,51,219146,0.0123,0.67,0.868,0.000188,11,0.0721,-8.238999999999999,1,0.0316,137.993,4,0.899
The Weight - Remastered,55,278626,0.225,0.63,0.519,4.2999999999999995e-06,9,0.0974,-10.997,1,0.0528,143.942,4,0.502
Fred Astaire,6,219000,0.0262,0.621,0.7,4.5299999999999997e-05,11,0.51,-4.766,1,0.0657,110.089,4,0.685
Every Step That I Take (feat. Portugal The Man & Whethan),43,222229,0.0115,0.525,0.765,0.0,0,0.46,-6.162999999999999,1,0.259,140.233,4,0.53
March Madness,65,244613,0.17300000000000001,0.406,0.6609999999999999,0.0,8,0.10099999999999999,-5.142,1,0.311,180.206,3,0.335
Knockin' Boots,32,233120,0.0877,0.941,0.6779999999999999,0.0,7,0.358,-8.193999999999999,1,0.287,101.399,4,0.625
NOAH,54,224570,0.26,0.757,0.9470000000000001,1.13e-06,9,0.096,-3.888,0,0.205,116.023,4,0.684
Noche de ronda - Remastered,39,137482,0.825,0.531,0.235,0.00010400000000000001,6,0.377,-11.595,1,0.122,141.765,3,0.514
Nina Cried Power (feat. Mavis Staples),70,225213,0.00949,0.29,0.889,0.0,1,0.0821,-2.611,1,0.159,98.835,4,0.6509999999999999
Buona Sera - Remastered 2002,48,180093,0.6890000000000001,0.544,0.45899999999999996,0.0,3,0.0346,-8.068999999999999,1,0.0524,99.175,4,0.85
Beautiful,32,213250,0.882,0.433,0.391,2e-06,11,0.10099999999999999,-9.309,1,0.278,81.027,4,0.23
Broken Toy,23,428339,0.217,0.7709999999999999,0.727,0.0464,4,0.33,-11.497,0,0.0522,111.976,4,0.35
Baby It's You,36,152400,0.696,0.474,0.42,0.0922,0,0.249,-9.147,0,0.0286,80.486,4,0.47600000000000003
Above And Beyond,39,148000,0.597,0.52,0.525,0.0,8,0.0847,-7.449,1,0.0412,147.601,5,0.743
Forever Young,77,226706,0.42,0.489,0.483,0.0028,9,0.23600000000000002,-9.466000000000001,0,0.0275,136.822,4,0.33299999999999996
Shotgun,93,201287,0.28600000000000003,0.672,0.735,0.0,5,0.242,-4.7330000000000005,1,0.0457,115.741,4,0.754
SICKO MODE,97,312820,0.00513,0.8340000000000001,0.73,0.0,8,0.124,-3.714,1,0.222,155.00799999999998,4,0.446
Safe,32,217000,0.484,0.475,0.44799999999999995,2.7399999999999995e-05,8,0.0809,-8.399,0,0.0548,119.427,4,0.0702
CR-V,64,147692,0.42200000000000004,0.825,0.753,4.16e-06,10,0.0385,-8.228,0,0.0447,130.006,4,0.904
History,42,207307,0.613,0.5539999999999999,0.589,0.00025699999999999996,3,0.0982,-8.163,0,0.231,74.982,4,0.414
Come Thru,60,165935,0.0234,0.555,0.425,0.0,1,0.113,-10.863,1,0.307,127.759,4,0.179
LEG OVER,9,197972,0.58,0.601,0.6809999999999999,0.0,9,0.0934,-5.171,1,0.324,98.07799999999999,4,0.546
Fountain of Youth,32,166022,0.15,0.708,0.6579999999999999,1.59e-05,11,0.10300000000000001,-8.617,0,0.27699999999999997,140.05,4,0.42200000000000004
Breakaway,46,226733,0.396,0.6890000000000001,0.365,0.00386,8,0.107,-10.912,0,0.0733,163.985,4,0.285
Delicate,84,232253,0.21600000000000003,0.75,0.40399999999999997,0.000357,9,0.0911,-10.177999999999999,0,0.0682,95.045,4,0.0499
Little Drop,2,172173,0.0473,0.318,0.955,0.263,7,0.581,-3.5469999999999997,0,0.11599999999999999,137.713,4,0.44
Beautiful (feat. Camila Cabello),94,180000,0.34600000000000003,0.638,0.7170000000000001,0.0,2,0.105,-4.7219999999999995,1,0.0337,100.027,4,0.249
Chelsea Dagger,63,215173,0.0468,0.519,0.825,0.0,7,0.0604,-3.0869999999999997,1,0.145,154.77700000000002,4,0.581
Love Lies - Snakehips Remix,65,202934,0.0229,0.38799999999999996,0.8370000000000001,1.53e-06,6,0.149,-3.022,1,0.107,143.27100000000002,4,0.37799999999999995
Fun (feat. Chris Brown),27,202240,0.132,0.785,0.78,0.0,0,0.196,-3.6660000000000004,0,0.046,114.007,4,0.528
Who Do You Trust?,68,196480,0.047,0.56,0.885,3.47e-06,2,0.361,-5.631,1,0.0363,102.00299999999999,4,0.312
Suspicious Minds (with Jessi Colter),25,240339,0.488,0.59,0.612,0.000106,2,0.0822,-11.739,1,0.0581,120.635,4,0.7390000000000001
Papa,67,69791,0.996,0.57,0.106,0.934,9,0.0801,-22.416,0,0.0629,94.81,3,0.623
Edge Of A Broken Heart,54,265333,0.0113,0.619,0.7509999999999999,7.87e-05,7,0.12300000000000001,-11.568,0,0.0417,126.079,4,0.532
En la Vía,28,198785,0.099,0.535,0.503,0.000743,7,0.11,-9.415,1,0.0588,135.054,4,0.828
Besitos,53,264657,0.00015800000000000002,0.434,0.907,2.51e-06,6,0.321,-3.967,1,0.0468,150.046,4,0.391
La Negra Tiene Tumbao,56,252533,0.0366,0.8109999999999999,0.867,5.13e-05,11,0.21899999999999997,-4.255,0,0.0442,110.711,4,0.9620000000000001
You Beat Me To The Punch,46,163600,0.736,0.84,0.452,1.57e-06,11,0.126,-12.507,0,0.0529,114.249,4,0.963
Swipe It Up,35,189675,0.0881,0.639,0.659,0.0364,5,0.22,-10.536,0,0.21600000000000003,161.985,4,0.513
Breakeven,76,261426,0.17300000000000001,0.63,0.698,0.0,10,0.0789,-4.51,1,0.0244,94.023,4,0.529
Siempre Es Viernes En Mi Corazón,42,218933,0.126,0.75,0.6,0.0214,2,0.0727,-5.518,0,0.0327,126.00299999999999,4,0.701
La Patria Madrina,42,258000,0.16899999999999998,0.746,0.6990000000000001,0.0,9,0.0685,-6.928999999999999,0,0.0588,93.039,4,0.8140000000000001
A Thousand Miles,67,237440,0.314,0.56,0.825,0.0,11,0.22699999999999998,-3.7939999999999996,1,0.0352,94.931,4,0.33899999999999997
"Juntos (Together) - From ""McFarland, USA""",44,200466,0.0986,0.7070000000000001,0.866,0.0,10,0.341,-6.047999999999999,0,0.0324,97.01,4,0.836
TEST DRIVE,71,179423,0.71,0.6459999999999999,0.648,0.00316,3,0.10800000000000001,-8.602,1,0.0372,75.00399999999999,4,0.466
Maneater - Radio Edit,58,270946,0.0153,0.728,0.518,4.1899999999999995e-05,11,0.10300000000000001,-11.114,0,0.038,88.708,4,0.833
Moonlight,96,135090,0.556,0.9209999999999999,0.537,0.00404,9,0.102,-5.723,0,0.0804,128.009,4,0.711
What You Need,43,203619,0.126,0.561,0.545,0.000978,10,0.115,-6.237,0,0.0483,83.458,4,0.19399999999999998
Spaceman,8,242493,0.0161,0.46,0.873,4.270000000000001e-05,0,0.255,-7.96,1,0.0602,146.247,4,0.485
Drivin' Nails In My Coffin,22,172906,0.8079999999999999,0.6829999999999999,0.44799999999999995,0.0,0,0.18,-11.507,1,0.0309,113.42399999999999,4,0.645
No Limitations,50,346232,0.8059999999999999,0.8140000000000001,0.293,0.0111,6,0.0772,-14.107999999999999,0,0.0621,109.01899999999999,4,0.382
On the Road,32,196530,0.02,0.465,0.7490000000000001,0.000379,10,0.105,-6.653,0,0.358,72.579,4,0.39
Done,5,196153,0.43700000000000006,0.617,0.63,0.0,7,0.14400000000000002,-5.657,0,0.105,95.33200000000001,4,0.8220000000000001
"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",62,238373,0.0058200000000000005,0.743,0.33899999999999997,0.0,1,0.0812,-7.678,1,0.409,203.92700000000002,4,0.11800000000000001
Layla,22,426173,0.48100000000000004,0.40399999999999997,0.754,0.489,1,0.318,-10.31,1,0.0556,115.536,4,0.446
Super Bass,37,200013,0.29,0.721,0.867,2.87e-06,11,0.503,-4.302,1,0.196,127.03299999999999,4,0.639
Never Be Like You (feat. Kai),71,234909,0.45299999999999996,0.444,0.557,0.0,0,0.152,-5.476,1,0.0602,115.05799999999999,4,0.29600000000000004
B5 [untitled] but i loved you,40,176923,0.7190000000000001,0.615,0.303,0.516,0,0.152,-13.321,1,0.066,114.985,4,0.374
Where'd You Go,43,189226,0.17800000000000002,0.7020000000000001,0.5489999999999999,0.00307,0,0.21100000000000002,-8.466000000000001,1,0.0254,110.844,4,0.846
Gone Mad,0,229714,0.00963,0.828,0.628,0.9490000000000001,8,0.10099999999999999,-5.591,0,0.0432,119.977,4,0.14400000000000002
HUMBLE. - SKRILLEX REMIX,78,156800,0.00778,0.898,0.935,3.63e-05,11,0.217,-2.7439999999999998,1,0.29100000000000004,150.016,4,0.884
Under The Bridge,83,264306,0.0576,0.5589999999999999,0.345,0.000105,4,0.141,-13.495999999999999,1,0.0459,84.581,4,0.45799999999999996
Rush,52,101053,0.242,0.6990000000000001,0.657,0.0,2,0.0977,-7.382999999999999,1,0.153,168.06400000000002,4,0.429
Superhero,82,179997,0.82,0.6809999999999999,0.34,0.0,7,0.285,-8.617,1,0.0339,129.98,4,0.41700000000000004
Selena,29,205609,0.19899999999999998,0.503,0.785,0.0,8,0.12300000000000001,-6.044,1,0.187,89.99,4,0.428
Ruin My Life,62,190931,0.423,0.665,0.6990000000000001,0.0,11,0.0969,-5.265,1,0.0578,124.896,4,0.585
Las Ultras,58,126880,0.365,0.86,0.8740000000000001,0.0,10,0.0761,-2.165,1,0.0644,120.016,3,0.953
Time After Time,74,243066,0.5760000000000001,0.7240000000000001,0.436,1.19e-06,0,0.0908,-9.321,1,0.0282,130.439,4,0.324
Starry Eyed - Spotify Running Remix,39,291310,0.18600000000000003,0.6970000000000001,0.8170000000000001,0.00364,8,0.11699999999999999,-6.44,1,0.0387,144.972,4,0.56
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",64,207454,0.304,0.7340000000000001,0.657,0.000785,4,0.247,-6.625,0,0.128,79.533,4,0.8140000000000001
After the Tone,45,153700,0.7340000000000001,0.802,0.18600000000000003,0.366,10,0.10099999999999999,-13.562000000000001,0,0.0676,128.08100000000002,4,0.225
Sunflower - Spider-Man: Into the Spider-Verse,66,158053,0.541,0.757,0.501,0.0,2,0.0718,-5.593,1,0.0466,89.931,4,0.91
Shallow,83,215733,0.382,0.568,0.401,0.0,7,0.262,-6.341,1,0.0297,95.796,4,0.29600000000000004
pigments.,54,96217,0.8540000000000001,0.752,0.322,0.9329999999999999,4,0.124,-12.052999999999999,0,0.268,79.899,4,0.501
Drop It Like It's Hot,36,266066,0.16899999999999998,0.892,0.628,0.0,1,0.102,-3.832,1,0.21600000000000003,92.06299999999999,4,0.6759999999999999
Starboy,44,230453,0.165,0.6809999999999999,0.594,3.49e-06,7,0.134,-7.028,1,0.282,186.054,4,0.535
Sunflower - Spider-Man: Into the Spider-Verse,66,158053,0.541,0.757,0.501,0.0,2,0.0718,-5.593,1,0.0466,89.931,4,0.91
Gotta Get Away,53,180173,0.0175,0.475,0.836,0.0,4,0.10400000000000001,-5.446000000000001,1,0.0529,123.14399999999999,4,0.723
Just Say,5,232089,0.0648,0.72,0.7340000000000001,0.10099999999999999,9,0.0591,-6.492000000000001,0,0.0427,126.99,4,0.794
Panda,41,169093,0.00548,0.605,0.863,0.04,7,0.0474,-4.961,1,0.0384,116.413,4,0.898
Golden,27,184466,0.000466,0.48100000000000004,0.848,0.0,11,0.565,-4.953,0,0.14300000000000002,100.016,4,0.639
"Piñata (feat. BIA, Kap G & Justin Quiles)",53,198200,0.25,0.795,0.679,3.5000000000000004e-06,11,0.221,-5.6160000000000005,0,0.0725,100.021,4,0.687
¿Cual es tu plan?,82,243700,0.415,0.8220000000000001,0.601,0.0,5,0.0797,-5.417999999999999,0,0.297,96.12299999999999,4,0.872
Don't Take Your Guns to Town,52,182666,0.8640000000000001,0.629,0.204,0.0,10,0.0863,-12.619000000000002,1,0.075,89.199,3,0.489
Sunflower - Spider-Man: Into the Spider-Verse,66,158053,0.541,0.757,0.501,0.0,2,0.0718,-5.593,1,0.0466,89.931,4,0.91
Love 4 Me,43,190080,0.0644,0.7709999999999999,0.602,5.54e-06,5,0.252,-8.466000000000001,1,0.0731,125.02799999999999,4,0.18899999999999997
El Cantante,58,622520,0.42200000000000004,0.489,0.679,6.92e-06,7,0.13,-4.899,0,0.0326,95.81299999999999,4,0.6579999999999999
Stupid Girl,63,258533,0.00548,0.617,0.721,0.000637,11,0.0645,-6.888999999999999,1,0.0305,119.961,4,0.765
2 Vaults (feat. Lil Yachty),71,210000,0.264,0.9209999999999999,0.586,0.0,8,0.11900000000000001,-7.77,1,0.406,96.042,4,0.657
It Gets Better,32,212969,0.000383,0.62,0.818,0.00542,9,0.0932,-5.315,1,0.0527,92.514,4,0.8959999999999999
Take You Down,73,221294,0.511,0.285,0.6940000000000001,0.000128,11,0.374,-3.358,1,0.0482,170.12400000000002,4,0.163
All I Want,71,305746,0.172,0.209,0.41200000000000003,0.15,0,0.0843,-9.732999999999999,1,0.0443,86.26,3,0.162
Amsterdam,65,272240,0.00403,0.511,0.934,3.54e-05,3,0.242,-4.561,1,0.242,168.06099999999998,4,0.6679999999999999
Honest,46,232135,0.0238,0.419,0.541,0.0,0,0.10300000000000001,-5.8260000000000005,1,0.0388,147.416,4,0.17300000000000001
Sweet Talker,12,222213,0.59,0.649,0.659,0.0,4,0.19699999999999998,-5.331,0,0.066,144.0,4,0.574
Rhinestone Cowboy,31,209306,0.11800000000000001,0.601,0.711,0.0016300000000000002,0,0.43,-3.998,1,0.0255,115.16799999999999,4,0.7190000000000001
High Hopes,73,190946,0.193,0.579,0.904,0.0,5,0.064,-2.7289999999999996,1,0.0618,82.014,4,0.6809999999999999
Sorry,45,307096,0.35600000000000004,0.8440000000000001,0.591,0.0,6,0.191,-7.147,0,0.0501,127.01100000000001,4,0.142
Vapour Trail,31,257666,0.00063,0.406,0.7959999999999999,0.813,4,0.0897,-5.6979999999999995,1,0.0314,107.59899999999999,4,0.40399999999999997
If We Have Each Other,77,181125,0.701,0.654,0.579,0.0,10,0.305,-5.561,0,0.0728,173.09400000000002,4,0.8540000000000001
Polaroid,81,193377,0.293,0.652,0.897,0.0,7,0.0722,-4.481,0,0.036000000000000004,114.03299999999999,4,0.475
Scrape (feat. Gucci Mane),57,255750,0.00635,0.63,0.902,0.0124,2,0.633,-3.205,1,0.0664,159.98,4,0.452
"Out My Way/ Around You (feat. Marr Grey, RELLA, July 7 & Devin Tracy)",44,256158,0.226,0.6,0.638,1.02e-06,8,0.11199999999999999,-6.541,0,0.293,106.178,4,0.37200000000000005
Your Song,80,180757,0.158,0.855,0.624,0.0,1,0.0513,-4.093,1,0.0488,117.959,4,0.9620000000000001
Japanese Retake The Ridge,1,276706,0.0209,0.239,0.6970000000000001,0.8390000000000001,4,0.13,-12.747,1,0.0617,96.022,3,0.187
El Trampolin (feat. El Fantasma),61,174001,0.725,0.8029999999999999,0.588,0.000124,0,0.113,-6.186,1,0.0639,113.036,3,0.9690000000000001
Suttin Like That (Instrumental),23,154927,0.0391,0.8170000000000001,0.598,0.95,11,0.294,-10.214,0,0.44,70.051,4,0.5
Mejor Me Alejo,75,201960,0.262,0.823,0.391,1.3e-06,0,0.107,-6.48,1,0.0454,124.06700000000001,4,0.525
Habibi Albi,59,183071,0.183,0.67,0.787,0.0,1,0.11699999999999999,-4.878,0,0.076,100.01,4,0.7140000000000001
The Hand That Feeds,61,211680,0.0187,0.595,0.985,0.000297,9,0.0666,-4.337,0,0.0885,128.006,4,0.462
Fire Away - AJ Salvatore Remix,50,165000,0.0676,0.6729999999999999,0.765,0.000376,2,0.127,-7.579,1,0.0918,128.02,4,0.32899999999999996
Mona Lisa (feat. Kendrick Lamar),92,324189,0.371,0.855,0.6940000000000001,0.0,2,0.109,-4.393,1,0.16899999999999998,122.07799999999999,4,0.49
You Get What You Give,75,300773,0.171,0.618,0.8959999999999999,0.0,2,0.0875,-5.357,1,0.0307,113.961,4,0.711
Out My Mind - Club Mix,44,239993,0.39899999999999997,0.632,0.863,0.0,9,0.35100000000000003,-2.98,1,0.102,115.073,4,0.3
Ridin' Round,51,198500,0.245,0.883,0.58,0.00015,1,0.0731,-7.287000000000001,1,0.0644,119.994,4,0.096
Dry The Rain (Remaster),45,363538,0.0283,0.593,0.693,0.084,4,0.172,-8.576,1,0.0305,150.489,4,0.7490000000000001
As Time Goes By,58,198000,0.992,0.389,0.0471,0.953,3,0.124,-21.994,1,0.0446,109.486,4,0.12300000000000001
Alaska,18,188717,0.41600000000000004,0.853,0.353,0.00614,9,0.0987,-12.145999999999999,0,0.043,103.98899999999999,4,0.141
Blurry,28,303920,0.0102,0.44,0.932,0.0,3,0.142,-4.488,0,0.0584,157.438,4,0.495
Psycho Killer - 2005 Remastered Version,72,261413,0.0707,0.721,0.521,0.005520000000000001,2,0.127,-8.123,1,0.0612,123.118,4,0.9420000000000001
Sweet Caroline,12,201066,0.365,0.546,0.254,0.0008619999999999999,11,0.262,-10.545,1,0.0279,63.978,4,0.59
The Sweetest Thing (I've Ever Known),37,248133,0.602,0.38,0.228,0.0,7,0.154,-14.373,1,0.0261,77.17699999999999,4,0.18100000000000002
I Might Need Security,78,240640,0.177,0.514,0.693,0.0,9,0.35100000000000003,-5.867999999999999,1,0.408,110.568,3,0.287
PASS OUT (feat. 21 Savage),85,224903,0.0403,0.917,0.7859999999999999,0.0,11,0.195,-4.921,0,0.20800000000000002,143.03799999999998,4,0.441
Just For A Moment (feat. Iselin),73,254556,0.0145,0.534,0.77,8.74e-06,1,0.27899999999999997,-6.324,0,0.0549,144.04,4,0.41
worthy,55,299142,0.386,0.441,0.525,0.000609,4,0.185,-6.946000000000001,1,0.0392,104.575,4,0.23199999999999998
Young Love,43,152200,0.752,0.455,0.244,9.52e-06,2,0.0959,-16.097,1,0.040999999999999995,146.483,3,0.38299999999999995
Used To Be,52,190866,0.0617,0.6459999999999999,0.6579999999999999,0.0,7,0.0692,-4.678,1,0.052000000000000005,92.001,4,0.44
When You Love Someone - Acoustic,70,210106,0.8029999999999999,0.711,0.299,0.0,7,0.11599999999999999,-8.286,1,0.0394,125.068,4,0.5770000000000001
Nuestra Canción,51,203253,0.109,0.778,0.45799999999999996,6.63e-05,10,0.0752,-9.19,1,0.0325,82.256,4,0.88
Never Call Me (feat. YG) - Remix,73,232240,0.6940000000000001,0.595,0.419,0.0,2,0.12,-8.122,0,0.276,120.14,4,0.33
I Am Who They Say I Am (feat. Kevin Gates and Quando Rondo),76,200170,0.21,0.722,0.88,0.0,4,0.324,-3.989,0,0.24,92.024,4,0.79
A to Z,47,208383,0.10300000000000001,0.711,0.675,0.0,9,0.268,-7.1339999999999995,0,0.0699,120.031,4,0.682
Super!,28,124235,0.20600000000000002,0.594,0.493,0.745,4,0.11900000000000001,-9.432,1,0.295,75.285,1,0.5529999999999999
The House Of The Rising Sun,71,269906,0.000334,0.316,0.484,0.00445,9,0.0912,-9.11,0,0.0308,117.363,3,0.299
Enjoy the Silence,71,255133,0.2,0.6629999999999999,0.838,0.000177,0,0.0782,-5.744,0,0.0286,112.788,4,0.752
What I Like About You,70,175400,0.319,0.542,0.915,5.3400000000000004e-05,9,0.171,-9.637,1,0.0549,159.81,4,0.92
Deleh Divuneh,36,342893,0.826,0.591,0.522,5.09e-06,4,0.248,-10.939,0,0.063,76.084,4,0.871
My Sweet Lord,78,281226,0.0794,0.5379999999999999,0.7040000000000001,0.0,1,0.0867,-8.904,0,0.0332,120.963,4,0.583
Pure Water,64,187398,0.0256,0.594,0.7759999999999999,0.0,0,0.14400000000000002,-4.289,1,0.287,138.149,4,0.402
Drip Up On Drip,47,171746,0.242,0.835,0.7090000000000001,0.00143,1,0.145,-3.4730000000000003,0,0.0726,136.947,4,0.544
Highway,4,201680,0.000136,0.457,0.941,3.12e-06,6,0.0896,-5.1739999999999995,1,0.0339,154.03799999999998,4,0.7040000000000001
Hanging Around - 1996 Remastered Version,48,265400,0.00599,0.598,0.75,0.000789,0,0.11699999999999999,-6.76,1,0.0433,132.418,4,0.833
TITAN,57,213769,0.0204,0.619,0.948,0.17,8,0.0707,-4.633,1,0.0558,128.009,4,0.28300000000000003
The Wanting,9,263222,0.0482,0.545,0.925,0.0,2,0.0553,-4.298,1,0.0382,104.917,4,0.43200000000000005
Who's Lovin' You,57,240186,0.787,0.256,0.41700000000000004,2.3100000000000002e-05,7,0.156,-6.805,1,0.0335,159.836,3,0.37200000000000005
Blue Tacoma - Recorded at Sound Stage Studios Nashville,52,202690,0.147,0.574,0.638,0.0,8,0.185,-8.894,1,0.062,159.753,4,0.695
True Love,63,246000,0.0038200000000000005,0.48200000000000004,0.574,0.08,11,0.12300000000000001,-7.962999999999999,1,0.027999999999999997,119.994,4,0.184
How Do You Feel?,36,266000,0.0488,0.607,0.7,1.93e-05,11,0.209,-8.055,0,0.298,140.09799999999998,4,0.382
Blue Light,45,216892,0.13,0.556,0.637,0.0113,10,0.34,-9.238,0,0.055999999999999994,123.139,4,0.271
Heaven,82,179506,0.263,0.677,0.556,0.0,9,0.105,-6.544,1,0.0306,80.009,4,0.521
Cereal Keef,50,77333,0.3,0.897,0.386,0.7609999999999999,11,0.10099999999999999,-8.304,1,0.09300000000000001,89.99799999999999,4,0.79
BINGBIAN病变,49,241221,0.7559999999999999,0.664,0.41100000000000003,0.0,4,0.10300000000000001,-11.356,1,0.0553,113.059,4,0.428
We Don't Care,81,207429,0.0316,0.423,0.857,0.0,10,0.0555,-3.4410000000000003,0,0.275,180.01,4,0.655
She Don't (feat. Ty Dolla $Ign),76,264097,0.268,0.65,0.478,0.0,7,0.177,-7.5120000000000005,0,0.05,99.979,4,0.147
DUELE EL CORAZON,75,200813,0.0786,0.7240000000000001,0.904,0.0,8,0.226,-3.3539999999999996,0,0.0966,90.999,4,0.846
Milk & Coffee,58,235653,0.00103,0.561,0.805,4.78e-06,7,0.488,-4.672,1,0.0315,90.999,4,0.727
Rebel Yell - Remastered,59,286840,0.000466,0.534,0.6940000000000001,0.0485,9,0.155,-9.296,0,0.0472,166.791,4,0.45
Mambo Manila,29,190440,0.8059999999999999,0.5710000000000001,0.802,0.755,0,0.0592,-7.438,0,0.0559,147.562,4,0.5720000000000001
Wild Horses - Acoustic,61,188906,0.634,0.7190000000000001,0.27,0.0,8,0.111,-10.534,1,0.0349,129.965,4,0.299
Old Hippie,46,247040,0.038,0.691,0.49700000000000005,5.94e-06,11,0.0859,-13.248,1,0.0473,103.89299999999999,4,0.701
I'll Never Love,18,165986,0.5720000000000001,0.5770000000000001,0.371,0.102,2,0.109,-10.630999999999998,0,0.038,74.53399999999999,4,0.34299999999999997
Can't Do Without You,58,236400,0.772,0.457,0.40399999999999997,0.782,0,0.78,-9.1,1,0.0598,128.01,4,0.479
Want Some More (feat. Mr. Talkbox),23,271221,0.0701,0.789,0.723,0.0,7,0.659,-3.5210000000000004,0,0.0827,124.053,4,0.747
Hunger Of The Pine,41,298670,0.795,0.36,0.434,0.0317,7,0.0995,-9.51,1,0.0313,93.65700000000001,4,0.0737
Residence,19,167888,0.027000000000000003,0.618,0.44799999999999995,0.767,9,0.0924,-10.248,0,0.0676,107.181,3,0.07400000000000001
Upside Down,68,208653,0.248,0.7859999999999999,0.648,0.000156,6,0.138,-8.317,0,0.0522,102.399,4,0.652
El Cantante,58,622520,0.42200000000000004,0.489,0.679,6.92e-06,7,0.13,-4.899,0,0.0326,95.81299999999999,4,0.6579999999999999
This Feeling,92,199226,0.0558,0.575,0.5710000000000001,0.0,1,0.0912,-7.906000000000001,1,0.0439,105.04899999999999,4,0.449
Soundclash,43,201204,0.297,0.6659999999999999,0.991,2.22e-05,11,0.395,-1.704,0,0.311,154.97799999999998,4,0.797
Build Me Up Buttercup,73,177533,0.313,0.66,0.512,0.0,0,0.28300000000000003,-7.183,1,0.0294,133.607,4,0.852
The Flute Song,76,147600,0.212,0.789,0.524,0.0,1,0.221,-7.942,0,0.273,138.064,4,0.34299999999999997
Sparrow and the Wolf,43,219952,0.248,0.5329999999999999,0.604,0.0106,7,0.10300000000000001,-8.586,1,0.039,127.015,4,0.441
En Mi Viejo San Juan,43,188773,0.688,0.674,0.39399999999999996,8.28e-05,0,0.293,-11.036,1,0.0402,96.29299999999999,4,0.748
Bad Habit,9,221413,0.0528,0.731,0.8859999999999999,2.18e-05,0,0.136,-4.206,0,0.0385,123.06200000000001,4,0.8490000000000001
Infra-Red,39,230933,0.00115,0.568,0.907,0.0,5,0.0982,-4.641,0,0.0488,112.037,4,0.337
TAlk tO Me (with Rich The Kid),82,184489,0.0613,0.7290000000000001,0.6559999999999999,0.0,0,0.0874,-8.56,1,0.0432,159.968,4,0.49200000000000005
Sea Calls Me Home,45,187360,0.126,0.319,0.544,1.07e-05,11,0.261,-6.801,0,0.0364,79.532,4,0.272
Born to Lose,43,184120,0.0797,0.395,0.892,0.0,11,0.706,-8.07,1,0.0537,148.43,4,0.67
V I B E,36,204000,0.733,0.759,0.614,0.0,11,0.299,-9.732999999999999,0,0.29100000000000004,140.079,4,0.765
Wake Up (RIOT VIP),52,292915,0.0251,0.341,0.995,7.01e-05,7,0.713,0.052000000000000005,1,0.626,160.311,4,0.0801
Say Hi,23,207142,0.02,0.315,0.6890000000000001,0.0,11,0.14800000000000002,-4.751,0,0.125,78.057,4,0.266
On my Radio,46,185199,0.0493,0.7829999999999999,0.706,0.0617,7,0.158,-7.544,1,0.0434,141.02100000000002,4,0.96
MIA (feat. Drake),94,210367,0.0143,0.818,0.54,0.000512,6,0.099,-6.35,0,0.0544,97.064,4,0.174
Wagon Wheel,67,232133,0.58,0.621,0.40299999999999997,0.0,9,0.114,-8.211,1,0.0359,145.525,4,0.634
Swing Into It,32,210771,0.0027600000000000003,0.618,0.508,0.231,7,0.0679,-5.747000000000001,1,0.11900000000000001,103.816,4,0.77
SAD!,96,166605,0.258,0.74,0.613,0.00372,8,0.12300000000000001,-4.88,1,0.145,75.023,4,0.473
Sinner's Prayer,18,223386,0.201,0.594,0.716,0.00021400000000000002,7,0.17,-7.285,1,0.0471,92.32700000000001,4,0.741
Sunroof,56,192197,0.0039,0.6,0.9490000000000001,0.165,5,0.121,-3.341,1,0.0525,130.011,4,0.67
Your Love,80,185620,0.0997,0.5710000000000001,0.937,0.496,2,0.125,-2.682,0,0.0336,125.027,4,0.512
Minimal Steps,53,330710,0.9329999999999999,0.507,0.08900000000000001,0.887,0,0.0829,-22.759,1,0.0296,98.031,4,0.0509
Maria Maria (feat. The Product G&B) - Radio Edit,64,237920,0.0532,0.755,0.7440000000000001,1.25e-05,4,0.0263,-5.042,0,0.0996,97.92299999999999,4,0.8190000000000001
Chattanoogie Shoe Shine Boy,33,169000,0.617,0.74,0.382,0.00549,10,0.11599999999999999,-15.948,1,0.0563,148.269,4,0.836
Once I Loved,59,176890,0.995,0.38,0.00205,0.914,7,0.11199999999999999,-31.905,1,0.0492,66.528,4,0.162
Más Que Tu Amigo,58,209506,0.248,0.774,0.616,0.0281,0,0.0647,-7.5089999999999995,0,0.0449,97.501,4,0.792
How Dat Sound (feat. 2 Chainz & Yo Gotti),69,238657,0.158,0.767,0.625,0.0,5,0.16,-3.533,0,0.24,144.92700000000002,4,0.647
2 Seater (feat. Quavo & 21 Savage),72,158796,0.332,0.887,0.573,0.0,0,0.14300000000000002,-4.633,0,0.251,133.026,4,0.237
Transformer (feat. Nicki Minaj),0,196333,0.00151,0.753,0.616,7.1e-06,2,0.29100000000000004,-7.34,1,0.165,156.83,4,0.287
