song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
first take,64,313909,0.015,0.423,0.536,0.0,7,0.095,-3.8,1,0.16,71.313,5,0.0895
HYFR (Hell Ya Fucking Right),50,206626,0.12300000000000001,0.444,0.627,0.0,7,0.0795,-8.744,0,0.252,98.21,3,0.359
Burn,71,231211,0.31,0.5589999999999999,0.777,0.0,1,0.105,-5.031000000000001,1,0.0432,87.016,4,0.32899999999999996
Quimbara,58,291946,0.741,0.6,0.633,0.0736,4,0.0478,-7.507000000000001,0,0.0667,120.62700000000001,4,0.966
Puro Teatro,34,177160,0.528,0.45,0.386,0.0,1,0.18100000000000002,-10.658,0,0.031,108.463,4,0.589
I Forgot - MOTi Remix,52,184000,0.0389,0.44799999999999995,0.8909999999999999,1.32e-05,6,0.539,-3.602,1,0.13,121.87,4,0.317
All My Days (feat. Darien Brockington),44,257085,0.426,0.591,0.708,0.00046699999999999997,6,0.292,-8.461,0,0.0707,74.985,4,0.534
Racks on Me,65,207400,0.16899999999999998,0.736,0.6509999999999999,0.0,1,0.139,-9.457,1,0.297,142.007,4,0.627
Monster,58,207200,0.00011200000000000001,0.377,0.971,0.00146,6,0.371,-3.3160000000000003,1,0.134,140.025,4,0.326
How You Remind Me,79,223840,0.00135,0.446,0.764,0.0,10,0.099,-5.042,1,0.033,172.09400000000002,4,0.5429999999999999
I Will Wait,71,276720,0.0103,0.48100000000000004,0.7659999999999999,0.0067,1,0.302,-5.207999999999999,1,0.0334,131.143,4,0.436
Centerfold,72,216533,0.249,0.653,0.677,0.0,0,0.40299999999999997,-12.244000000000002,1,0.0396,114.37,4,0.888
Irreplaceable,78,227853,0.0293,0.447,0.6940000000000001,5.46e-06,7,0.16699999999999998,-4.637,0,0.382,175.868,4,0.509
Youngblood,90,203417,0.0169,0.596,0.8540000000000001,0.0,7,0.124,-5.114,0,0.46299999999999997,120.274,4,0.152
Sober Up,72,218763,0.282,0.6509999999999999,0.568,0.0,5,0.0862,-6.774,1,0.0275,93.006,4,0.805
Ain't That Why - Skytech Remix,64,162400,0.0525,0.354,0.8540000000000001,0.0,6,0.331,-4.587,0,0.294,74.994,4,0.40700000000000003
Break Your Heart Right Back,64,253386,0.0113,0.726,0.605,0.0,6,0.0639,-5.672999999999999,1,0.0628,93.93,4,0.588
Sunrise,47,158436,0.0766,0.805,0.244,0.447,7,0.059000000000000004,-15.898,1,0.223,81.96799999999999,4,0.813
Footsteps,61,262106,0.0139,0.6409999999999999,0.732,2.61e-06,5,0.062,-7.57,1,0.0795,92.057,4,0.763
Now That We're Dead,53,419074,0.000101,0.5660000000000001,0.951,0.10300000000000001,2,0.266,-3.591,1,0.0464,128.304,4,0.345
Erotic Heat,21,263893,0.00426,0.858,0.574,0.93,10,0.0897,-8.841000000000001,0,0.0619,120.836,3,0.675
The Green Fields of Acron,61,87122,0.9790000000000001,0.146,0.0333,0.84,5,0.10800000000000001,-27.612,1,0.0459,176.30200000000002,3,0.201
Open Your Eyes,60,237346,0.000145,0.579,0.973,0.0567,5,0.226,-2.1519999999999997,0,0.09,116.025,4,0.677
Care Of Cell 44,52,235826,0.265,0.42100000000000004,0.58,0.0136,7,0.0973,-7.011,1,0.0285,129.959,4,0.40299999999999997
Fast Car,81,212424,0.455,0.56,0.5920000000000001,0.0,9,0.297,-6.9510000000000005,1,0.0544,112.684,4,0.564
Deal with the Devil,55,201426,0.00025299999999999997,0.611,0.981,0.0155,6,0.0656,-3.503,1,0.0516,115.97,4,0.522
Trap Music in My Uber,32,109160,0.23600000000000002,0.7509999999999999,0.386,0.0,1,0.1,-9.914,1,0.20199999999999999,130.043,4,0.315
Fuego,65,218000,0.0839,0.82,0.5870000000000001,0.0,9,0.0492,-8.681000000000001,0,0.0946,129.244,4,0.856
MIA (feat. Drake),94,210367,0.0143,0.818,0.54,0.000512,6,0.099,-6.35,0,0.0544,97.064,4,0.174
Corazón Con Candado,37,262653,0.55,0.7879999999999999,0.91,2.27e-05,0,0.25,-2.6319999999999997,0,0.0274,130.069,4,0.894
Why Can't We Be Friends?,58,230066,0.193,0.773,0.706,0.0,10,0.5720000000000001,-9.042,1,0.0382,92.462,4,0.966
Seguiré Mi Viaje,36,148653,0.915,0.6920000000000001,0.311,1.3300000000000001e-05,7,0.107,-9.27,1,0.0397,92.84,4,0.677
Drive,71,234493,0.124,0.5820000000000001,0.606,0.00139,6,0.151,-9.961,1,0.0289,111.441,5,0.504
Tightrope,58,209186,8.39e-05,0.467,0.794,0.0020399999999999997,1,0.10300000000000001,-6.1739999999999995,0,0.0349,162.435,4,0.589
AFTERPRTY,36,205518,0.0264,0.639,0.8240000000000001,0.0,8,0.198,-6.6770000000000005,0,0.19699999999999998,160.031,4,0.675
I Would Like - Gorgon City Remix,52,263655,0.00806,0.7190000000000001,0.557,0.00877,2,0.0965,-6.187,0,0.0355,121.99700000000001,4,0.488
Al Fondo de Mi,49,233656,0.0703,0.52,0.514,0.0038399999999999997,8,0.14800000000000002,-9.535,1,0.027999999999999997,75.02600000000001,4,0.69
Paper Cut,61,188857,0.45899999999999996,0.92,0.647,0.00855,0,0.0766,-8.552999999999999,1,0.11900000000000001,105.01100000000001,4,0.259
Anywhere Contigo,46,193846,0.271,0.841,0.841,2.6000000000000002e-05,9,0.10800000000000001,-4.288,1,0.0633,104.01,4,0.823
CLOUT COBAIN | CLOUT CO13A1N,76,231333,0.591,0.794,0.44799999999999995,0.0,10,0.109,-4.771,0,0.0539,120.055,4,0.588
Tell That Devil (Acoustic Version),44,185624,0.9390000000000001,0.414,0.12,6.75e-06,9,0.107,-10.898,1,0.0312,146.274,4,0.15
thank you,47,170666,0.586,0.614,0.408,0.759,2,0.107,-12.315,0,0.2,90.01700000000001,4,0.207
Human Nature,58,246040,0.498,0.628,0.409,0.00595,2,0.29,-14.347999999999999,1,0.0306,93.005,4,0.755
Nothing To Be Done,3,232133,0.00144,0.349,0.8959999999999999,0.73,9,0.287,-10.59,1,0.106,141.72,4,0.48100000000000004
Lula On The Beach,33,205213,0.004529999999999999,0.643,0.885,0.00655,10,0.0922,-5.0969999999999995,0,0.0489,124.056,4,0.667
Hymnos,56,191662,0.99,0.5920000000000001,0.0381,0.938,2,0.10800000000000001,-22.191,1,0.0437,56.985,4,0.0784
Around The Way Girl,48,246533,0.00435,0.608,0.669,0.0109,1,0.337,-10.834000000000001,0,0.335,202.062,4,0.679
Bored To Death,59,235613,0.00575,0.502,0.966,1.56e-06,0,0.11699999999999999,-3.8760000000000003,1,0.0946,159.94799999999998,4,0.638
Creep On Me,84,194777,0.34700000000000003,0.449,0.597,1.0300000000000001e-05,9,0.19699999999999998,-4.401,0,0.14,134.59799999999998,5,0.505
Ned Flanders (feat. A$AP Ferg),83,161013,0.0254,0.9359999999999999,0.495,0.0,1,0.087,-6.062,1,0.22899999999999998,139.951,4,0.299
Straight Outta Compton,29,258687,0.0461,0.8340000000000001,0.878,0.0,8,0.33399999999999996,-9.484,1,0.15,102.848,4,0.418
Hand In My Pocket - 2015 Remastered,67,222013,0.135,0.657,0.655,0.00303,0,0.102,-8.3,1,0.0248,92.259,4,0.6679999999999999
Seymour,58,113345,0.9520000000000001,0.7490000000000001,0.588,0.8859999999999999,0,0.152,-6.558,1,0.0762,122.057,4,0.434
Make Your Mind Up,6,213066,0.0046,0.746,0.8390000000000001,9.31e-05,9,0.0897,-4.156000000000001,0,0.0298,121.92299999999999,4,0.757
U-Mass,55,180866,0.0011099999999999999,0.609,0.698,0.00031,5,0.728,-9.942,0,0.0398,106.94200000000001,4,0.44
(Love Is Like A) Heat Wave - Single Version,13,165666,0.478,0.513,0.847,0.0272,5,0.34299999999999997,-2.9219999999999997,0,0.0535,82.96700000000001,4,0.8170000000000001
El Paciente,53,211320,0.307,0.708,0.705,0.0,3,0.13,-3.5610000000000004,1,0.0371,142.039,3,0.975
Crying,59,166466,0.758,0.35,0.293,8.21e-06,2,0.10400000000000001,-9.502,1,0.0258,96.685,4,0.162
Science Student,51,203363,0.562,0.789,0.8640000000000001,0.0,2,0.0759,-2.8480000000000003,1,0.344,124.166,4,0.8140000000000001
Air Castles - Original Mix,36,266874,0.0115,0.551,0.7490000000000001,0.816,1,0.36,-4.683,0,0.0437,175.972,4,0.19
Vamonos,45,203530,0.0814,0.8740000000000001,0.58,3.19e-06,3,0.109,-9.125,0,0.0778,129.985,4,0.9520000000000001
Got the Life,7,225173,1.26e-05,0.48200000000000004,0.878,0.647,11,0.409,-6.154,0,0.0549,123.54299999999999,4,0.5379999999999999
Quiero Besarte,35,199243,0.45899999999999996,0.677,0.843,0.0,9,0.0803,-6.144,0,0.0393,95.007,4,0.961
WILCOX,38,174315,0.473,0.7979999999999999,0.6629999999999999,0.0,6,0.222,-6.425,1,0.28,145.937,4,0.606
Dale Don Dale,42,212413,0.0269,0.8320000000000001,0.815,0.00028,6,0.0892,-7.81,0,0.0971,95.031,4,0.809
The Cure,35,211363,0.0745,0.696,0.503,0.0,8,0.0869,-4.842,1,0.0356,99.977,4,0.5589999999999999
Let You Love Me,90,190000,0.28800000000000003,0.531,0.8540000000000001,0.0,10,0.0773,-3.1489999999999996,1,0.198,94.419,4,0.456
Shake It Up,84,116680,0.128,0.7759999999999999,0.608,0.0,10,0.0932,-6.478,0,0.10400000000000001,156.025,4,0.402
Want You,58,165228,0.16699999999999998,0.498,0.9079999999999999,0.00023500000000000002,0,0.281,-5.005,1,0.0416,153.576,4,0.535
Hollaback Girl,73,199906,0.344,0.9179999999999999,0.9179999999999999,5.35e-06,10,0.0243,-2.218,0,0.0954,110.024,4,0.882
Beverly Hills,4,196066,0.0907,0.555,0.825,0.0,5,0.32,-3.779,1,0.142,175.61,4,0.75
Your Love Is King,58,219426,0.5589999999999999,0.742,0.42200000000000004,4.14e-05,9,0.0402,-6.797000000000001,1,0.0309,134.624,3,0.5920000000000001
Sky Map,50,147458,0.455,0.773,0.0319,0.485,2,0.096,-19.455,0,0.25,80.583,4,0.0377
Major (feat. Key Glock),75,195546,0.0109,0.907,0.65,0.000424,6,0.107,-5.6610000000000005,0,0.312,147.026,4,0.626
Tribe (with J. Cole),78,238053,0.24100000000000002,0.755,0.594,0.0,7,0.107,-5.906000000000001,1,0.21600000000000003,178.929,4,0.237
No Matter What,56,243425,0.175,0.703,0.794,0.00131,8,0.0569,-5.8660000000000005,1,0.0357,124.038,4,0.7070000000000001
Buddy Holly,17,159226,0.00271,0.556,0.92,0.00021,8,0.11699999999999999,-4.606,1,0.0367,121.13799999999999,4,0.7709999999999999
Dip,82,127200,0.0152,0.877,0.562,0.0,9,0.0933,-7.096,1,0.26,99.977,4,0.376
No Morirá - No Matter What,54,270653,0.221,0.594,0.9159999999999999,3.6000000000000003e-06,9,0.107,-4.703,1,0.0784,166.47099999999998,4,0.9640000000000001
Missing My Idols,76,146923,0.0598,0.706,0.637,0.0,8,0.16399999999999998,-7.284,0,0.37,85.819,4,0.528
Angels,3,210960,0.0721,0.677,0.853,2.29e-06,6,0.0683,-4.574,1,0.0488,114.061,4,0.361
Conquerors (Part Two),54,189230,9.53e-05,0.624,0.91,0.41,1,0.314,-5.197,1,0.0743,130.018,4,0.129
Sola,65,209573,0.9209999999999999,0.47100000000000003,0.179,0.0,9,0.10099999999999999,-10.273,1,0.08900000000000001,174.273,4,0.19399999999999998
Crush,71,216266,0.0302,0.91,0.401,0.00015900000000000002,1,0.0801,-9.552,1,0.0855,135.994,4,0.8240000000000001
Jump Around,27,214946,0.0113,0.8540000000000001,0.71,8.72e-05,4,0.166,-6.32,0,0.0793,106.89399999999999,4,0.818
I Ain't Done,67,215060,0.0074,0.762,0.5329999999999999,0.00173,1,0.18600000000000003,-9.154,1,0.0677,114.971,5,0.41600000000000004
Petals,66,152333,0.9079999999999999,0.359,0.28600000000000003,0.0036,9,0.109,-10.172,0,0.0338,152.205,4,0.22899999999999998
Stand Still,62,283236,0.732,0.47600000000000003,0.44,0.023,9,0.0773,-8.198,0,0.0371,149.389,3,0.161
Comfortably Numb,75,382296,0.15,0.47200000000000003,0.366,0.308,11,0.0837,-12.595,0,0.0286,127.167,4,0.171
Tilted,62,233247,0.28300000000000003,0.872,0.361,0.00262,7,0.10800000000000001,-9.88,1,0.0609,100.001,4,0.489
We're Not Gonna Take It,60,219666,0.0127,0.502,0.924,0.0,4,0.162,-6.2989999999999995,1,0.0503,149.186,4,0.922
La Dueña del Swing,65,259013,0.505,0.746,0.915,4.02e-05,7,0.161,-6.626,0,0.0675,154.985,4,0.812
Rainbow (From The Original Motion Picture Soundtrack 'My Little Pony: The Movie'),60,197026,0.292,0.532,0.8640000000000001,0.0,2,0.0671,-2.978,1,0.13699999999999998,81.873,4,0.436
Forever & Ever More,70,208133,0.0058200000000000005,0.289,0.841,0.00771,8,0.267,-4.33,1,0.146,183.17,3,0.39899999999999997
Love Someone,82,205463,0.17300000000000001,0.6609999999999999,0.41200000000000003,0.0,0,0.113,-6.585,1,0.0409,85.932,4,0.299
Save A Little Love,62,202930,0.0104,0.629,0.909,0.0,0,0.5529999999999999,-2.582,0,0.10800000000000001,121.943,4,0.321
Thirteen Sad Farewells,59,165613,0.44299999999999995,0.647,0.402,0.000244,6,0.387,-9.922,1,0.0353,114.03200000000001,4,0.435
When My Time Comes,59,308373,0.722,0.327,0.501,0.00245,9,0.113,-8.885,1,0.0434,115.199,4,0.377
I Want You - Radio Edit,44,198867,0.000705,0.262,0.8809999999999999,0.000938,2,0.7240000000000001,-4.802,1,0.132,127.947,4,0.46799999999999997
Head Tap (feat. Tee Grizzley),47,189295,0.249,0.805,0.748,0.0,8,0.204,-5.76,1,0.335,142.1,4,0.532
Drive,68,232533,0.0538,0.6509999999999999,0.7929999999999999,0.01,4,0.13699999999999998,-7.312,0,0.0338,90.573,4,0.682
This Girl - Kungs Vs. Cookin' On 3 Burners,25,195561,0.0807,0.79,0.705,4.8100000000000004e-05,0,0.251,-4.684,0,0.0383,121.969,4,0.501
Los Mandados,0,176720,0.47100000000000003,0.76,0.439,6.34e-06,7,0.294,-7.421,1,0.0403,118.28299999999999,4,0.91
Drown,70,234055,0.455,0.674,0.615,0.00091,0,0.20800000000000002,-8.187999999999999,1,0.147,85.04799999999999,4,0.7559999999999999
Luving U,6,252893,0.099,0.524,0.46799999999999997,0.00131,10,0.11199999999999999,-9.73,1,0.223,121.874,4,0.149
SICKO MODE,97,312820,0.00513,0.8340000000000001,0.73,0.0,8,0.124,-3.714,1,0.222,155.00799999999998,4,0.446
Electricity (with Dua Lipa),94,238173,0.0104,0.588,0.67,3.33e-06,0,0.33799999999999997,-6.439,1,0.0473,118.15899999999999,4,0.505
Yellow,83,266773,0.0023899999999999998,0.429,0.6609999999999999,0.00013000000000000002,11,0.23399999999999999,-7.227,1,0.0281,173.365,4,0.285
The Middle,78,168253,0.0424,0.629,0.897,0.0,2,0.263,-3.4010000000000002,1,0.0483,161.944,4,0.93
Love Someone,87,205463,0.161,0.55,0.415,0.0,9,0.10800000000000001,-6.557,0,0.052000000000000005,172.065,4,0.27399999999999997
Shoegoo,44,63573,0.645,0.5660000000000001,0.485,0.000571,10,0.11599999999999999,-13.014000000000001,0,0.23800000000000002,79.17399999999999,4,0.746
Ricochet,52,192004,0.000162,0.544,0.902,1.62e-06,4,0.0843,-5.041,0,0.0454,141.995,4,0.36
Wake Me Up,86,247426,0.00346,0.518,0.784,0.00187,2,0.171,-5.659,1,0.0524,124.102,4,0.588
Suavemente,63,267000,0.254,0.8109999999999999,0.88,0.00146,8,0.0475,-2.972,1,0.0628,124.12,4,0.915
Far Away Truths,59,218000,0.0008289999999999999,0.419,0.866,0.0003,9,0.10400000000000001,-3.944,1,0.0463,162.061,4,0.764
Give Until It Hurts,37,285468,0.000231,0.503,0.823,0.0,4,0.302,-5.0569999999999995,1,0.0641,150.032,4,0.685
Sidewall,43,132000,0.4,0.851,0.171,0.7490000000000001,0,0.111,-9.565,1,0.162,80.064,4,0.512
Read My Mind,42,231607,0.276,0.223,0.597,1.27e-05,8,0.135,-6.722,1,0.0693,84.819,5,0.34600000000000003
Eight Miles High,56,214640,0.21,0.364,0.768,0.136,9,0.503,-10.492,1,0.0757,130.602,4,0.37
How Do You Feel Right Now,59,179386,0.0103,0.7070000000000001,0.9209999999999999,0.17,8,0.0995,-4.077,0,0.111,127.98200000000001,4,0.0397
You Walk Away - Y Tú Te Vas,36,293213,0.04,0.618,0.578,2.9100000000000003e-05,4,0.0861,-8.048,1,0.0312,139.994,4,0.545
That's On Me,74,219552,0.0288,0.8029999999999999,0.648,0.0,4,0.0904,-9.185,0,0.198,131.925,4,0.5379999999999999
Tsunami - Original Mix,55,236826,0.049,0.698,0.838,0.758,4,0.0892,-5.371,0,0.0499,128.004,4,0.289
Cold Showers,71,239160,0.102,0.624,0.45899999999999996,0.0,8,0.11699999999999999,-6.035,1,0.0321,119.04799999999999,4,0.122
Know This Love (feat. Litens),35,225637,0.113,0.631,0.835,1.2e-05,2,0.331,-5.2139999999999995,1,0.0568,98.971,4,0.466
María Bonita,15,201413,0.8290000000000001,0.322,0.326,1.09e-06,9,0.198,-12.433,1,0.0521,188.734,4,0.49
In My Feelings,70,217933,0.006229999999999999,0.735,0.48200000000000004,0.0144,8,0.44799999999999995,-9.445,1,0.139,181.995,4,0.315
Let You Love Me,90,190000,0.28800000000000003,0.531,0.8540000000000001,0.0,10,0.0773,-3.1489999999999996,1,0.198,94.419,4,0.456
Donde Estan Las Girlas,0,212093,0.071,0.87,0.6859999999999999,3.4399999999999996e-05,10,0.168,-7.747999999999999,0,0.099,107.965,4,0.55
Chico,29,137219,0.5539999999999999,0.7490000000000001,0.621,0.00271,0,0.316,-12.887,1,0.184,120.09700000000001,4,0.54
Out Of My Mind (feat. Nicki Minaj),35,222960,0.434,0.48200000000000004,0.721,0.0,10,0.0913,-5.899,0,0.308,132.108,4,0.775
Buwan,75,343446,0.447,0.631,0.381,0.000171,7,0.0902,-11.808,1,0.04,126.008,4,0.36
Sleeping with Lions,52,199786,6.42e-05,0.365,0.778,1.35e-06,5,0.299,-6.117000000000001,0,0.039,73.93,4,0.7120000000000001
Stayin' Alive - 2007 Remastered Version Saturday Night Fever,24,285373,0.0291,0.7040000000000001,0.8340000000000001,0.00492,10,0.147,-7.131,0,0.0358,103.555,4,0.9229999999999999
Wild Boy,12,233426,0.0262,0.7979999999999999,0.6970000000000001,0.0,10,0.569,-4.788,0,0.0518,140.049,4,0.48700000000000004
Geeks,1,246226,0.00504,0.588,0.887,0.6809999999999999,3,0.111,-4.518,0,0.0663,164.115,4,0.29100000000000004
"Bitch, Don’t Kill My Vibe",47,310720,0.0152,0.5870000000000001,0.698,0.0,1,0.442,-8.948,1,0.0943,133.954,4,0.0985
Dive - Recorded At Sound Stage Nashville,69,260862,0.6709999999999999,0.742,0.363,1.43e-06,1,0.145,-8.187999999999999,1,0.0282,130.921,3,0.35100000000000003
LuvnYou,62,194728,0.583,0.331,0.263,0.0348,6,0.183,-13.987,1,0.0964,175.83900000000003,4,0.499
Lock Doh,64,189426,0.185,0.882,0.64,0.000866,6,0.111,-5.78,1,0.0746,92.505,4,0.67
With You,45,186125,0.0772,0.6759999999999999,0.6970000000000001,4.6500000000000005e-05,7,0.326,-5.934,1,0.0412,89.95,4,0.11800000000000001
Fool You’ve Landed,54,221099,0.0388,0.589,0.852,0.000248,2,0.28600000000000003,-4.8389999999999995,1,0.0308,153.048,4,0.9420000000000001
Snatching It Back,53,170160,0.534,0.6679999999999999,0.687,3.3e-05,1,0.233,-9.999,1,0.0562,101.854,4,0.919
Boys Don't Cry,71,155973,0.00517,0.462,0.836,0.0,11,0.18,-5.766,0,0.0621,168.766,4,0.6709999999999999
Pettles,55,120254,0.31,0.816,0.35600000000000004,0.327,0,0.113,-11.63,1,0.258,79.916,4,0.624
Dangerous,62,169013,0.085,0.7090000000000001,0.682,5.84e-06,0,0.0979,-6.212999999999999,1,0.268,136.94299999999998,4,0.16
Til I Get Found,4,222160,0.0636,0.77,0.722,0.0,10,0.24,-6.497000000000001,0,0.069,104.95299999999999,4,0.379
Oh No,5,164834,0.315,0.5579999999999999,0.884,0.00633,1,0.13,-3.8360000000000003,1,0.0319,139.476,4,0.653
Fall,27,224460,0.138,0.679,0.7909999999999999,0.000151,2,0.078,-9.746,1,0.358,88.949,4,0.275
Tongue Tied,77,218013,0.00847,0.56,0.9359999999999999,0.0,3,0.161,-5.835,1,0.0439,112.96,4,0.371
La Tortura,76,212893,0.0297,0.74,0.7829999999999999,0.000308,0,0.12300000000000001,-5.367000000000001,1,0.0427,100.01100000000001,4,0.812
All My Faith,53,202760,0.42200000000000004,0.431,0.32299999999999995,0.9590000000000001,11,0.113,-14.374,1,0.0334,153.03,3,0.11199999999999999
Cherry,2,159711,0.8959999999999999,0.37200000000000005,0.247,0.00162,4,0.08199999999999999,-12.633,1,0.0336,181.763,4,0.24100000000000002
"She's a Bad Mama Jama (She's Built, She's Stacked)",3,237533,0.0959,0.892,0.441,0.0,0,0.0365,-10.520999999999999,1,0.0908,114.22,4,0.674
Angel Down - Work Tape,14,139826,0.5770000000000001,0.6509999999999999,0.243,0.0,0,0.10800000000000001,-8.297,1,0.0309,111.709,4,0.19
when the party's over,78,199931,0.9790000000000001,0.498,0.10400000000000001,7.859999999999999e-05,1,0.0895,-14.08,0,0.0621,124.001,3,0.205
Funky Sensation,69,215593,0.0101,0.6779999999999999,0.795,0.0159,4,0.0981,-6.309,0,0.131,118.006,4,0.648
Jumpsuit,69,238567,0.007809999999999999,0.619,0.628,0.207,11,0.20600000000000002,-8.307,0,0.038,127.065,4,0.23199999999999998
Forever Morning,61,137772,0.976,0.36,0.191,0.917,0,0.115,-19.335,1,0.0567,89.01799999999999,4,0.205
Me Lo Dijo Adela (Sweet and Gentle),23,156946,0.5710000000000001,0.6629999999999999,0.645,0.0366,5,0.287,-5.905,1,0.0484,127.49799999999999,4,0.701
De Tanto Soñar,51,213106,0.534,0.701,0.48700000000000004,0.0112,7,0.0757,-14.379000000000001,1,0.0457,127.749,4,0.8109999999999999
AirForce,68,221544,0.456,0.858,0.664,0.0,1,0.376,-7.6370000000000005,1,0.369,142.035,4,0.6559999999999999
Gold Digger,81,207626,0.0223,0.638,0.6990000000000001,0.0,1,0.0917,-5.54,0,0.384,92.939,4,0.66
New Light,85,216014,0.325,0.828,0.6890000000000001,0.0384,7,0.0808,-7.877999999999999,1,0.0326,123.931,4,0.853
Still Got Time / There's Nothing Holdin' Me Back,59,193513,0.81,0.736,0.281,0.0,4,0.40399999999999997,-9.216000000000001,0,0.0413,110.846,4,0.5820000000000001
Fashion After All,53,204878,0.00571,0.816,0.653,0.0709,6,0.0855,-5.87,0,0.039,123.022,4,0.631
Blessing,42,184000,0.106,0.8420000000000001,0.368,0.557,5,0.155,-7.45,0,0.0473,120.0,4,0.204
ORANGE,61,160456,0.715,0.7070000000000001,0.42100000000000004,0.899,8,0.209,-7.876,1,0.0449,85.955,4,0.36
London Calling - Remastered,71,200480,0.12300000000000001,0.6509999999999999,0.8009999999999999,0.0,0,0.0825,-7.34,1,0.0513,133.763,4,0.7759999999999999
Fall,90,262493,0.22699999999999998,0.83,0.546,0.0,1,0.11199999999999999,-5.716,1,0.295,182.97299999999998,4,0.535
THE DROP,56,232158,0.006640000000000001,0.565,0.988,0.0508,9,0.0935,-1.4480000000000002,1,0.145,150.05,4,0.0316
Birthday Sex,70,226506,0.261,0.675,0.545,0.0,7,0.162,-5.614,0,0.0443,60.048,4,0.445
All Loved Up,66,210000,0.0264,0.565,0.603,4.02e-05,9,0.0738,-6.33,1,0.177,177.99599999999998,4,0.171
"Signed, Sealed, Delivered (I'm Yours)",65,158040,0.00495,0.6459999999999999,0.784,0.0,5,0.061,-6.1370000000000005,1,0.0334,108.84,4,0.8190000000000001
OKRA,73,151026,0.0456,0.589,0.57,1.51e-06,1,0.13699999999999998,-9.54,1,0.361,136.203,4,0.441
Jolene - Live,64,253000,0.932,0.47,0.11199999999999999,0.0,11,0.113,-15.147,1,0.0377,125.49600000000001,4,0.183
River Deep Mountain High,57,244160,0.46799999999999997,0.621,0.972,0.000585,8,0.195,-3.7910000000000004,1,0.0724,155.115,4,0.866
Bembé,33,265006,0.0214,0.653,0.893,0.0,2,0.228,-4.395,0,0.053,127.992,4,0.262
Loveblood,49,245120,2.24e-05,0.373,0.89,0.0601,2,0.408,-4.607,1,0.0544,170.042,4,0.222
Letter to Lady J,39,255191,0.218,0.515,0.743,1.05e-05,4,0.517,-6.431,1,0.0512,132.03799999999998,4,0.32
Whip It,47,158640,0.06,0.769,0.867,0.000562,2,0.0432,-7.436,1,0.0545,157.874,4,0.9620000000000001
Take Me To Church (Acoustic Cover) feat. Matt Wright,60,277802,0.745,0.637,0.292,0.0,4,0.305,-8.206,0,0.0375,127.015,3,0.4
The Night We Met,79,208226,0.968,0.441,0.379,0.262,2,0.639,-9.545,1,0.0449,174.118,3,0.105
Collard Greens,75,299960,0.025,0.825,0.575,9.94e-06,11,0.205,-4.87,1,0.0633,153.954,4,0.65
Eastside (with Halsey & Khalid),98,173799,0.555,0.56,0.68,0.0,6,0.11599999999999999,-7.648,0,0.321,89.391,4,0.319
Autopilot,51,225611,0.0155,0.586,0.603,4.1899999999999995e-05,4,0.138,-8.865,0,0.0402,156.993,4,0.556
Virginia,45,185251,0.502,0.375,0.71,1.66e-06,7,0.0916,-5.6579999999999995,1,0.0522,110.85700000000001,4,0.523
D'estate non vale (feat. Ana Mena),79,157175,0.0852,0.6579999999999999,0.748,0.0,11,0.0789,-5.8020000000000005,0,0.142,179.919,4,0.69
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",88,237240,0.005520000000000001,0.745,0.34600000000000003,0.0,1,0.0881,-7.709,1,0.331,203.91099999999997,4,0.11199999999999999
Butterflies,70,212174,0.295,0.737,0.542,0.0,8,0.10300000000000001,-7.593,1,0.0732,119.973,4,0.385
"One, Two Step",78,203786,0.042,0.9440000000000001,0.511,0.00107,5,0.0379,-10.96,0,0.161,113.046,4,0.8420000000000001
Fly Me To The Moon - Remastered 2008,27,147520,0.505,0.64,0.29600000000000004,4.66e-06,4,0.083,-12.265999999999998,0,0.0585,119.647,4,0.387
Bigger Than You (feat. Drake & Quavo),49,225813,0.184,0.904,0.509,0.0,1,0.483,-6.197,1,0.262,141.017,4,0.223
Halo,82,261640,0.272,0.508,0.72,0.0,11,0.0563,-5.9079999999999995,0,0.0628,79.983,4,0.47200000000000003
Shake,64,241706,0.47200000000000003,0.48,0.79,0.713,4,0.155,-7.775,1,0.0353,111.025,4,0.446
Surfin' U.S.A. - Remastered,70,149373,0.6609999999999999,0.55,0.8540000000000001,0.0,3,0.11199999999999999,-5.968,1,0.036000000000000004,159.231,4,0.965
Hard Work Pays Off,0,224506,0.327,0.736,0.48200000000000004,0.0,4,0.22899999999999998,-8.242,1,0.196,140.064,4,0.608
Creature Kind,55,237666,0.10099999999999999,0.748,0.6659999999999999,0.000653,6,0.0976,-6.093999999999999,0,0.0833,114.98200000000001,4,0.359
Rats,61,261573,6.11e-06,0.522,0.9440000000000001,0.48200000000000004,2,0.135,-5.731,0,0.0936,124.029,4,0.23600000000000002
Ice Me Out,52,182662,0.0569,0.883,0.486,0.000657,11,0.0837,-9.463,1,0.368,150.001,4,0.42700000000000005
On Your Horizon,56,292520,0.7979999999999999,0.281,0.294,0.273,9,0.0869,-15.026,0,0.0304,91.351,4,0.23600000000000002
Your Love Could Start a War,5,208675,0.035,0.493,0.879,0.00116,4,0.34299999999999997,-3.305,0,0.0737,120.066,4,0.5670000000000001
